7,True,True,0,0.9999991186142885,0.2857142857142857,2,0.14285715,0,0,0,0,1,0,0,0,0,0,0,0,False
15,True,True,0,0.9999967336282963,0.1724137931034483,4,0.6315789,0,0,0,0,0,0,0,1,0,0,0,0,False
4,True,True,0.4285725838769409,0,0.25,1,0.42857143,0,0,0,0,0,0,0,0,0,0,0,1,False
17,False,False,0.9999968027906743,0.9999970943874901,0.3939393939393939,9,0.2962963,0,0,0,0,1,0,0,0,0,0,0,0,False
4,True,True,0,0.9999989263926832,0.25,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,True
5,True,True,0,0.9999985075340204,0.19999999999999996,1,0.33333334,0,0,0,0,0,0,0,0,0,0,1,0,False
4,True,True,0.9999959224239876,0.9999983603778368,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,1,0,False
5,True,True,0.9999988712807337,0.9999980336564464,0.19999999999999996,1,0.33333334,0,0,0,0,1,0,0,0,0,0,0,0,False
8,True,True,0.999996836375936,0.9999973673141715,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,False
4,True,True,0,0.9999964692210362,0.5,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0,True
7,True,True,0,0.9999981531369948,0.33333333333333337,1,0.4,0,0,0,0,0,0,0,0,0,1,0,0,True
8,True,True,0.9999981718987323,0.999995983906597,0.25,2,0.2,0,0,0,0,1,0,0,0,0,0,0,0,False
13,True,True,0.9999970076028508,0.9999983220888276,0.11111111111111116,3,0.45,0,0,0,0,1,0,0,0,0,0,0,0,False
11,True,True,0.9999953053428651,0.9999983811562597,0.18181818181818177,5,0.33333334,0,0,0,0,1,0,0,0,0,0,0,0,False
3,True,False,0,0.9999976023472681,0.33333333333333337,1,0.33333334,0,0,0,0,0,0,0,0,0,0,0,1,False
3,True,True,0,0.9999959503127461,1.0,1,0.33333334,0,0,0,0,0,0,0,0,0,0,1,0,False
6,True,True,0.9999976780366644,0,0.33333333333333337,2,0.27272728,0,0,0,0,0,0,0,0,0,0,1,0,False
10,True,True,0,0.9999976785283822,0.4,5,0.1,0,0,0,0,0,0,0,0,0,0,1,0,False
7,True,True,0.28571724374142726,0.9999965336507872,0.16666666666666663,1,0.5555556,0,0,0,0,1,0,0,0,0,0,0,0,False
7,True,True,0,0.9999973622507008,0.1428571428571429,1,0.45454547,0,0,0,0,1,0,0,0,0,0,0,0,False
5,True,True,0.9999979174250127,0.99999503244074,0.19999999999999996,1,0.33333334,0,0,0,0,1,0,0,0,0,0,0,0,False
7,True,True,0.9999986394030369,0.9999988360521221,0.16666666666666663,1,0.4,0,0,0,0,1,0,0,0,0,0,0,0,False
8,True,True,0.9999975272964038,0.9999981033930418,0.125,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,True
6,True,True,0.9999952051810079,0.99999950927945,0.16666666666666663,1,0.4,0,0,0,0,1,0,0,0,0,0,0,0,False
7,True,True,0,0.9999967869245163,0.33333333333333337,1,0.4,0,0,0,0,0,0,0,0,0,1,0,0,True
21,False,False,0.9999965069081569,0.999996813303157,0.65,12,0.1764706,0,0,0,0,1,0,0,0,0,0,0,0,False
4,True,True,0,0.9999977532802335,0.5,2,0.11111111,0,0,0,0,0,0,0,0,0,0,0,1,True
9,False,False,0.7142831169070502,0.9999975469009641,0.4444444444444444,4,0.11111111,0,0,0,0,1,0,0,0,0,0,0,0,False
4,True,True,0,0.9999972879767172,0.5,2,0.11111111,0,0,0,0,0,0,0,0,0,0,0,1,True
10,False,False,0.999996590894747,0.9999986857636893,0.09999999999999998,2,0.46666667,0,0,0,0,1,0,0,0,0,0,0,0,False
4,True,True,0,0.9999993801275979,0.5,2,0.11111111,0,0,0,0,0,0,0,0,0,0,0,1,True
5,True,True,0,0.9999994888272787,0.4,2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,True
15,True,True,0.9999950909676234,0.9999982534788345,0.2142857142857143,3,0.5,0,0,0,0,1,0,0,0,0,0,0,0,False
4,True,True,0,0.9999964057713907,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,True
4,True,True,0,0.9999994308416242,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,True
3,True,False,0,0.857141220213723,0.33333333333333337,1,0.4,0,0,0,0,0,0,0,0,0,0,0,1,True
9,True,True,0.9999996023497616,0.9999989900128101,0.375,3,0.2,0,0,0,0,1,0,0,0,0,0,0,0,True
21,False,False,0.9999968853477323,0.9999991005414837,0.4871794871794872,14,0.1764706,0,0,0,0,1,0,0,0,0,0,0,0,False
9,True,True,0.9999985385037982,0.9999987865923524,0.1428571428571429,1,0.45454547,0,0,0,0,0,0,0,0,0,1,0,0,False
11,True,True,0,0.9999976936871674,0.3913043478260869,6,0.08695652,0,0,0,0,0,0,0,0,0,0,1,0,False
11,True,True,0.9999985585590194,0.9999989375807526,0.2857142857142857,4,0.36363637,0,0,0,0,0,0,0,0,0,1,0,0,False
11,True,True,0,0.9999977709528333,0.09999999999999998,1,0.5714286,0,0,0,0,1,0,0,0,0,0,0,0,False
